word,definition,weight
vend,"/vnd/  v. [I;T] to offer for sale, sell: Machines vend candy in the lunch room. See: vending machine.",9
vent,/vnt/  v. [T] 1 to make air or fumes escape: to vent a room of smoke 2 to let go with force: He vented his anger by screaming at his dog.  n. an opening used to let air or fumes escape: There is a vent from my kitchen stove to the outside of the house.,9
verb,"/vrb/  n. an action word, a predicate: ""Be,"" ""do,"" and ""go"" are verbs.",9
very,"/vri/  adv. absolutely, extremely: He was very pleased to see his friend.  adj. absolute: She is at the very beginning of a long project.Thesaurus: very adv. really, awfully, quite.  adj. exact, precise.",9
vest,"/vst/  n. a sleeveless garment worn on the upper body: He often wears a vest as part of a three-piece suit.  v. [I;T] 1 frml. to wear, put on: The priest vested himself in the robes of his office. 2 fig. to give power to, (syn.) to entrust: to vest an official with the right to spend money 3 to become the property of s.o.: The pension fund vests assets to its members' accounts after five years.",9
veto,"/vito/  v. [T] -toed, -toing, -toes to cancel or block the passage of a law: The President vetoed the budget bill sent to him by Congress.  n. [C;U] the act of vetoing legislationUsage Note:  In the USA, the President can veto any law that Congress passes.  However, if on a second vote, two thirds of the members of Congress vote for the law, Congress can override the President's veto.  Veto can be used by anyone who has the power to change a decision:  Dad said we could go to the movie, but Mom vetoed the decision.||Our boss vetoed our group's plan.",9
vial,"/val/  n. a small, round container made of glass or plastic: There is a vial of medicine (perfume, illegal drugs, etc.) on the shelf.",9
vice,"/vas/  n. [C;U] sin or crime, including illegal drugs and prostitution: There is a lot of vice in big cities.",9
view,"/vyu/  v. [T] 1 to look at: We viewed the mountain scenery. 2 to hold the opinion that: She views marriage as a serious matter. 3 to inspect, examine: I viewed a collection of paintings.  n. 1 a scene: Our house has a view of the park. 2 an opinion, belief: Many people have views on how to fix the economy. 3 in my (her, our, etc.) view: in one's opinion, belief: In my view, the economy is in trouble. 4 to come into view: to appear: A ship came into view on the horizon. 5 in view:  seeable, present: That ship is now in view. Can you see it, too?  6 in view of: because of, with regard to: In view of our difficulties with money, let's not go on vacation. 7 on view: displayed, available to see: The Van Gogh paintings are on view in the Metropolitan Museum of Art this week. 8 to have or hold views: to believe, to be a spokesperson for ideas: She has unusual views on politics and is criticized for them.",9
vile,"/val/  adj. viler, vilest 1 evil, wicked: Murder is a vile act. 2 dirty, foul: He uses vile language.",9
vine,"/van/  n. a climbing plant, such as ivy or grape: Vines cover the hills in wine country.",9
visa,"/viz, s/  n. a foreign travel authorization: The American consulate granted me a six-month visa and stamped my passport.",9
vise,/vas/  n. a two-pronged tool with a screw handle that tightens against an object to hold the object so that it can be worked on: I put the piece of metal in the vise and cut it.,9
void,"/vd/  v. [T] 1 to cancel, (syn.) to nullify: I voided the check by writing ""Void"" over my signature. 2 frml. (in medicine) to empty: to void one's bowels  n. a dark, empty place, (syn.) an abyss: After her lover's death, she fell into a void of  sadness.  adj. empty, barren: The moon is void of all life.",9
volt,/volt/  n. a unit of measurement in electricity: The electricity in our home is 120 volts of alternating current. -n. [C;U] voltage.,9
vote,"/vot/  v. voted, voting, votes 1 [I;T] to cast a ballot or a vote for or against: He voted for a Presidential candidate. 2 phrasal v. sep. [T] to vote s.t. down: to refuse, deny s.t.: The people in our state voted down money for a new highway.||They voted it down. 3 phrasal v. sep. [T] to vote s.o. out: to force s.o. from office: The politician was so disliked that the voters voted him out. n. 1 the act of voting for your favorite candidate: She has my vote for governor. 2 a vote of confidence or of thanks: an act of support or appreciation: A group of people can give a person a vote of confidence (or) thanks.",9
"W, w","/dblyu, y/  n. W's, w's or Ws, ws the 23rd letter of the English alphabet",9
wade,"/wed/  v. waded, wading, wades 1 [I] to walk by forcing the legs through water or snow: The hunter waded across the shallow river. 2 phrasal v. insep. [T] to wade through s.t.: to finish s.t. long or difficult after much effort: She waded through the paperwork.",9
waft,"/wft, wft/  v. [I] n. to move slowly in the air: The smell of brewing coffee <v.> wafted through the house.",9
wage,"/wed/  n. usu. sing. [C] money paid for work done, usu. by the hour: That company pays a good wage to its workers.  v. [T] waged, waging, wages to begin and continue (a war or military operation): Armies waged war often in the 20th century.Thesaurus: wage n. salary, pay | compensation, remuneration | take-home. v. to engage in s.t., carry on s.t., conduct.Usage Note: A wage is money paid to an hourly worker, who by law has the right to overtime pay for extra hours worked beyond 40 hours per week. A salary is a fixed annual amount paid to a worker in a higher position, who does not get compensation for extra hours worked. A salary can be paid weekly, bimonthly, or monthly, and often includes paid sick and vacation time.",9
waif,"/wef/  n. a homeless, lonely child or animal: The poor waif had no family to care for her.",9
wail,"/wel/  v. [I] to cry out in sadness: The children wailed at the grave of their mother.  n. a wailing sound: When she saw her dead son, the woman let out a wail.||the wail of a police siren. -n. [U] adj. wailing.",9
wait,"/wet/  v. 1 [I] to stay in one place until s.t. happens: He waited in line to buy a theater ticket. 2 [I] to delay action: I am waiting to see who does the best work before hiring anyone. 3 [T] to serve food and drinks, to work as a waiter: He waits (on) tables in a restaurant. 4 infrml. can't wait: be very eager: I can't wait for my vacation to start! 5 to wait in vain: to wait for s.t. that, in the end, doesn't happen: I waited in vain for a bus to come and ended up walking instead. 6 phrasal v. insep. [T] to wait on s.o.: to serve s.o.'s needs as a servant would: He waits on her, because she is sick and cannot do things for herself. 7 to wait on s.o. hand and foot: to serve faithfully in every way possible: She waits on him hand and foot, but he never lifts a finger to help her. 8 phrasal v. sep. [T] to wait s.t. out: to delay until the end of s.t.: They waited out the rain by staying inside and drinking tea.||They waited it out. 9 phrasal v. insep. [I] to wait up (for s.o.): to delay going to bed: He gets home so late; I am too tired to wait up for him.  n. [U]  1 the time spent waiting: They had a long wait in the doctor's office. 2 to lie in wait: to watch secretly for the chance to attack: The cat was eagerly lying in wait for the mouse.Thesaurus: wait v. 1 to remain, hold on (for a time) | hang on 2 to bide one's time, hold out for s.t.",9
wake,"  (1) /wek/ v. woke /wok/  or waked or woken /wokn/  or waked, waking, wakes 1 [I;T] to stop sleeping, to awaken: I woke (up) this morning at six o'clock.||Please don't wake the baby. 2 phrasal v. insep. [T] to wake up to s.t.: to realize the importance of s.t.: He finally woke up to the fact that he could easily be fired from his job.Thesaurus: wake (1) v. 1 to get up, rouse | get s.o. up.",9
walk,"/wk/  v. 1 [I;T] to move forward by putting one foot in front of the other: I walk to work each morning. 2 [T] to go with: The nurse walked her patient to the bathroom. 3 to walk all over s.o.: to take advantage of s.o., treat s.o. badly or without respect: He walks all over her and never lets her talk. 4 phrasal v. insep. [I;T] to walk around s.t.: to explore, wander around: We walked around while we waited for the stores to open. 5 phrasal v. insep. [I] to walk away from s.t.: to stop doing s.t., to have nothing more to do with it: The football player was hurt so many times that he finally walked away from the sport. 6 phrasal v. [I] to walk off: to leave in anger: We started to argue and he simply walked off. 7 to walk off the job: to stop working in protest of s.t.: The wage demands were not met, so workers walked off the job. 8 phrasal v. insep. [I] to walk off or away with s.t.: a. to steal: Somebody walked off with my coat. b. to win easily: The girl walked away with first prize in the cooking contest. 9 to walk on air: to feel wonderful: After she won the contest, she was walking on air. 10 to walk on water: to perform miracles, to be a very special person: She thinks he is so great; to her, he walks on water. 11 phrasal v. insep. [I]  to walk out (of s.t.):  a. to leave, usu. suddenly: She became so angry that she simply walked out. b. to stop working in protest: Workers walked out when their pay was cut. 12 phrasal v. insep. [I] to walk out on s.o.: to leave suddenly, (syn.) to abandon: The husband walked out on his family one day and never returned. 13 phrasal v. insep. [T] to walk over s.o.:  a. to defeat easily: Our team walked over their team with a score of 10-0. b. to treat s.o. badly: That little girl walks all over her parents.  n. 1 a stroll, exercise by walking: I go for a walk (or) take a walk each morning. 2 a path, sidewalk: The walk leading to the garden is covered with small stones. 3 all walks of life: different positions in society: People from all walks of life, the poor and rich alike, come to church.Thesaurus: walk v. 1 to stroll | amble | hike, trek 2 to accompany, escort. n. 1 a hike, trek 2 a trail, footpath.Usage Note: When one walks at a slow pace, one ambles or strolls. When one walks without lifting the feet very far off the ground, one shuffles. At a faster pace, one marches, as in a military style. At the fastest pace, one runs.",9
wall,"/wl/  n. 1 the side of a room or building: I have many pictures on my bedroom walls. 2 a barrier between two areas, usu. of stone or brick, used to protect, divide, or enclose: She built a stone wall around her garden. 3 fig. a block, barrier: The government met a wall of opposition.||A wall of fire ran up the mountainside. 4 infrml. off the wall: strange, (syns.) weird, bizarre: She's a little off the wall sometimes and does crazy things. 5 infrml. to beat one's head against the wall: to work hard but make no progress: I can't finish this project; it feels like I am beating my head against the wall. 6 infrml. to climb the walls: to be nervous, (syn.) to be frustrated: I have been studying so hard for exams that I'm climbing the walls waiting for them to be over. 7 infrml. to drive s.o. up the or a wall: to annoy s.o. very much: He keeps complaining about little things and is driving me up the wall. 8 infrml. to have one's back up against or to the wall: to be in a hopeless situation, to be trapped: He has his back to the wall, because he has bills to pay and no money. 9 infrml. to run into a brick wall: to be blocked, to face strong opposition: I have run into a brick wall, because my boss won't agree to my plan. See: hole-in-the-wall.",9
wand,"/wnd/  n. a narrow stick, esp. one used to make magic: The fairy used a magic wand to make the boy fly.",9
wane,"/wen/  n. [U] on the wane: lessening in size: The fishing industry is on the wane in this area, and soon will vanish.  v. [I] waned, waning, wanes to weaken, get smaller, (syn.) to diminish: Each month the moon waxes and wanes.",9
want,"/wnt, wnt/  v. 1 [T] to desire: I want to buy some groceries this morning.||The baby wants his mother. 2 phrasal v. insep. [I] to want for s.t.: to need: The king never wanted for anything during his childhood. 3 wanted: looked for by the police: The police aren't planning to arrest him, but he is wanted for questioning.  n. 1 [C] a desire: He has more wants than he can afford. 2 [U] a need: She is poor and in want of basic things. want v. 1 to wish (for), crave | lust for 2 to lack, to go without s.t. n. 1 a craving | a demand.Usage Note: Would like is used to ask politely for s.t. that one wants: I would like to go home now; I'm very tired. ",9
ward,"/wrd/  n. 1 a section or district of a city: She is a city councilor from the 12th Ward. 2 a section of a hospital: She is in the maternity ward because she just had a baby. 3 s.o. protected by a court or older person: Her parents died, so now she is a ward of the court. phrasal v. sep. [T] to ward s.t. off: to prevent, (syn.) to fend off: I warded off a cold by staying in bed.||I warded it off. suffix -ward/wrd/in the direction of: Look upward at the clouds. ",9
warm,"/wrm/  v. 1 [I;T] to heat, increase the temperature of: We warmed ourselves by sitting near the fireplace. 2 phrasal v. insep. [I;T] to warm up s.o. or s.t.: a. to heat up: He warmed up the coffee from earlier that day. b. to get ready for action: She won the tennis match, because she had warmed up before it started. 3 phrasal v. insep. [T] to warm up to s.o. or s.t.: to grow to like s.o. or s.t.: We are warming up to our son-in-law; he's not so bad after all.  adj. 1 having heat, but not hot: I like warm summer days. 2 friendly, having compassion: Her friends love her for her warm personality. See: hot.Thesaurus: warm adj. 1 sunny | toasty, cozy. Ant. cool. 2 pleasant, charming | affectionate, tender. Ant. cool. Usage Note: In a range of temperatures, warm is between hot and cold. Lukewarm means mildly warm; tepid is a little bit cooler.",9
warn,"/wrn/  v. [I;T] to tell that danger or trouble is near: A sign warned us that the road was closed.||The lawyer warned her client not to say anything in public.Thesaurus: warn to caution, alert, advise.",9
warp,/wrp/  v. [I;T] to bend out of shape: Wood left out in the rain will warp.  n. 1 a deviation from what is straight or  true: There's a serious warp in this chair leg. 2 the threads that run vertically through a piece of fabric: He set up the warp on the loom.,9
wart,"/wrt/  n. a small, raised spot on the skin caused by a virus: The doctor removed the warts on the patient's hands.",9
wary,"/wri/  adj. -ier, -iest concerned about danger, (syn.) cautious: He is very wary of  driving his car late at night. -adv. warily; -n. wariness.",9
wash,"/w, w/  v. washes 1 [I;T] to clean, usu. with soap and water: I washed the dishes (laundry, car, etc.) this morning. 2 [I;T] to pour over, spread: Ocean waves washed over the rocks.||Tears washed down his face. 3 infrml. [I] to be believed: His excuses never wash with his teacher. 4 phrasal v. sep. [T] to wash s.t. down: a. to spray clean, usu. with water, (syn.) to hose down: The man washed down the sidewalk with a hose. b. to drink after eating s.t.: He washed down a doughnut with a cup of coffee. 5 to wash in on the tide: to come onto the beach with the waves: A dead body washed in on the tide. 6 fig. to wash one's hands of s.o. or s.t.: to refuse further responsibility for s.o. or s.t., (syn.) to abandon: This business is becoming illegal, and I wash my hands of it. 7 to wash out: a. to remove or be removed by washing: Will this ink stain wash out? b. to carry or be carried away by moving water: The mountain road washed out in the storm. c. infrml. to fail and be forced out of a program: He is a <adj.> washed-out cadet from the military school. 8 to wash up:  a to clean oneself: I am going to the bathroom to wash up. b. to come onto shore: The storm washed up seaweed and driftwood on the beach.  n. [U]  1 things to be cleaned: I do the wash every Saturday morning. 2 the liquid with which s.t. is washed: She rinsed her mouth with a wash of salt and water. 3 to come out in the wash: to become clear, (syn.) to resolve itself: The policemen are investigating the scandal, so the truth will soon come out in the wash.",9
watt,/wt/  n. a measuring unit of electrical or mechanical power: My desk lamp uses a 60-watt light bulb. -n. [U] wattage /wtd/.,9
wave,"/wev/  v. waved, waving, waves 1 [I;T] to move softly back and forth: Flags waved in the breeze. 2 [I;T] to communicate with s.o. by raising and moving the hand: She waved good-bye to her husband. 3 [I;T] to curl:  The hairdresser waved the woman's hair. 4 phrasal v. sep. [T] to wave s.t. aside: to push away and not pay attention to: She waved aside my ideas for increasing sales.||She waved them aside.  n. 1 a sign of greeting made by raising and moving the hand: He gave me a wave of hello. 2 a long, raised mass of water moving across the surface of the sea: The waves on the ocean are high today. 3 an electronic, light, or sound movement of energy: Radio waves bring us music and news. 4 a sudden increase in an activity or a condition: a crime wave||a heat wave 5 wave of the future: s.t. sure to be popular later, (syn.) a trend: In the 1960s, concern for the environment was the wave of the future. -n. waver.Thesaurus: wave v. 1 to ripple, undulate.  n. 1 a gesture 2 a swell, breaker.",9
wavy,"/wevi/  adj. -ier, -iest having waves: She has wavy hair. -n. [U] waviness.",9
waxy,"/wksi/  adj. -ier, -iest 1 covered with wax: After polishing the car, my hands were waxy. 2 looking shiny and smooth and feeling slightly greasy: Candles feel waxy when touched. -n. [U] waxiness.",9
weak,"/wik/  adj. 1 not physically strong: The patient is losing blood and becoming weak. 2 not strong in character: A weak leader does not have control of the situation. 3 containing too much water: This soup is weak; it has little flavor. 4 lacking the force to persuade, not convincing: a weak argument 5 (in business) losing financial strength: The market for those goods is weak. -adv. weakly.",9
wean,/win/  v. [T] 1 to change the diet after drinking only mother's milk: Farmers wean baby cows by feeding them light grain. 2 to stop former habits: He weaned himself away from smoking cigarettes by eating candy  instead.,9
wear,"/wr/  v. wore /wr/ or worn /wrn/, wearing, wears 1 [T] to have on one's body, such as clothes, glasses, or jewelry: He wears suits to work. 2 [I;T] to get smaller or lose quality through use: Heels of shoes wear down. 3 [I] to last a long time, (syn.) to endure: My heavy winter coat has worn well for five years. 4 [T] to have as an expression on the face: My father wore a smile when we arrived. 5 phrasal v. [I] to wear off: a. to lose effect: The pain medication wore off after surgery. b. to lose color, shine, etc. by rubbing, time, etc.: Her lipstick wore off by noon. 6 phrasal v. sep. [T] to wear s.o. or s.t. out:  a. s.o.: to tire, (syns.) to exhaust, fatigue: He wore out his family with his complaining.||He wore them out. b. s.t.: to make useless through use, to use up: I wear out a pair of shoes every six months. 7 phrasal v. sep. [T] to wear s.t. away: to cause to lose shine, smoothness, paint, etc.: The dog scratched at the door and wore away the paint.||He wore it away. 8 phrasal v. sep. [T] to wear s.t. or s.o. down:  a. s.t.: to weaken in structure, (syn.) to deteriorate: The bad roads have worn down the tires on my car.||They have worn them down. b. s.o.: to make tired, (syns.) to fatigue, exhaust: The long argument wore me down, so I went to bed. -adj. wearable -n. wear.",9
we'd,/wid/  contr of we had or we would,9
weed,"/wid/  n. a wild plant that is not wanted in a yard or garden: My garden has more weeds than flowers.  v. 1 [I;T] to pull out weeds from: I weeded our lawn yesterday, and it looks much nicer. 2 phrasal v. sep. [T] to weed s.t. out: to remove s.t. that is not wanted or needed: The student weeded out the old books he didn't need for school. -adj. weedy.",9
week,"/wik/  n. 1 the seven-day period, from Sunday through Saturday: There are 52 weeks in the year. 2 seven days: I'll see you one week from today.",9
weep,"/wip/  v.frml. [I;T] wept /wpt/, weeping, weeps to cry: The wife wept at her husband's funeral. -adj. weepy.",9
weft,/wft/  n. threads woven horizontally through a fabric: The weft in that fabric is red. See: warp.,9
weld,/wld/  v. [I;T] to join metal things by melting them slightly and putting them together: A worker welded steel pieces together for the new building.  n. a place where two pieces of metal are welded together -n. [C] welder; [U] welding.,9
well,"/wl/  adv. better /btr/, best /bst/ 1 in a good way, competently: She performs well as an actress.||He plays the piano very well.2 very much: He finished the exam well before the exam period ended. 3 as well as: in addition to: She has a dog as well as two cats as pets.4 to leave well enough alone: to keep quiet or stop doing s.t. so as not to cause trouble: You can't win, so leave well enough alone and stop arguing. 5 well done: I approve, congratulations: You won the race. Well done! See: well-done. adj. in good health: I hope you are well.  n. a hole made in the ground (for water, oil, etc.): Please fill this bucket from the water well. phrasal v. [I] to well up: to rise: Protests welled up into riots.||Tears welled up in his eyes as he said good-bye to his family.  interj. an expression to show surprise, doubt, hesitation, etc.: Well! That's an interesting idea!",9
welt,/wlt/  n. a raised mark on the skin: I have a welt on my face from the tree branch that hit me. ,9
wend,"/wnd/  v. [I;T] to move in a slow, indirect way: The river wends toward the ocean.||She wended her way to school.",9
wept,/wpt/  past tense & past part. of weep,9
were,/wr/  ; weak form /wr/v.pl. past tense of be,9
west,"/wst/  n. [U] 1 the direction in which the sun sets  2 the western part of a country: California is in the West of the USA. 3 the West: the western part of the world, esp. Western Europe, the USA, and Canada 4 out West: the western part of the U.S., including California, Oregon, and Washington: Beatrix lives out West, in Portland, Oregon. 5 the Wild West: the western part of the USA during the 19th century: In the Wild West, there was little law and order.  adv. moving toward the west: We are driving west on the main highway.||Have you ever been out West?  adj. 1 located in the west: We live on the west side of the park. 2 coming from the west: a west wind",9
wham,"/wm/  n.v. [I;T] exclam. the sound of a hard hit: The race car crashed into the wall with a <n.> ""wham!""",9
what,"/wt, wt/  ; weak form /wt/pron. 1 used in a question to get information about s.t.: What did you say?||What is your name? 2 used to show surprise, alarm: What a terrible thing to have happen! 3 the thing or things that: The teacher told the students what to do. 4 infrml. and what have you: and so on, and other things like that: The flood destroyed the house, the car, and what have you. 5 and what not: and so on, and other things: We brought food, camping equipment, fishing rods, and what not. 6 What do you do?: What is your job, profession, etc.?  7 What . . . for?: why, for what reason: What did you do that for?||""I'm going home."" ""What for?"" 8 What if?: What will happen if, supposing that: What if we are wrong? 9 what's in it for s.o.: what good thing or benefit is likely or can be expected for s.o.: The new project sounds interesting, but I want to know what's in it for me. 10 what it takes: the necessary ability: He has what it takes to succeed in business. 11 what with: because of: She has been depressed, what with losing her job and having to move. 12 infrml. What's up?: What are you doing, what is happening?  13 what's what: what is correct, how s.t. should be done: She explained the different rules of the game to me so I would know what's what. 14 infrml. what's with s.o. or s.t.: what is the matter with s.o. or s.t.: What's with him? He seems angry.  adj. a word used in a question to get information about s.t.: What color is your car?  interj. a word used to show surprise, alarm: ""He broke his leg."" ""What!""Usage Note: If you did not hear s.o. or would like to have s.t. repeated, it is more polite to say ""Pardon me,"" ""Excuse me,"" or ""Would you please repeat what you said?"" rather than just ""What?""",9
whee,"/wi/  exclam. an expression of happiness, pleasure: Children shouted ""Whee!"" as they played on the swings.",9
when,"/wn/  ; weak form /wn/adv. at what time: When do you think that he will arrive?  conj. 1 at the time that: It started to rain when we left the house. 2 considering that, although: Why does he smoke when he knows it is so unhealthy? 3 immediately after, as soon as: Please call us when you arrive.  pron. what time: Since when has she been managing the store?Usage Note: The expression since when is an informal way to express surprise or dislike for s.t. that one has just heard: The bank closes at 3 P.M. now? Since when?",9
whet,"/wt/  v.frml. [T] whetted, whetting, whets 1 to sharpen, (syn.) to hone: Before he cuts, he whets his knife on a stone. 2 to whet s.o.'s appetite: to make s.o. want something, to create a desire in s.o. (for food, money, pleasure, etc.): Cold weather and hard work whetted my appetite for a big, hot dinner.",9
whew,"/hwyu, hwu, hyu/  exclam. 1 an expression of being tired, hot, etc.: Whew! It's very hot and humid today. 2 an expression of relief: Whew! I'm glad that math test is over.",9
whim,"/wm/  n. 1 a sudden desire, esp. an unreasonable one: She felt a whim for a new hat. 2 on a whim: done without thinking, (syn.) impulsively: He bought a gift for his girlfriend on a whim.",9
whip,"/wp/  n. a long piece of rope or leather held in the hand, used to hit an animal or person: Horseback riders use whips to make their horses run faster.  v. whipped, whipping, whips 1 [T] to hit with a whip: The ship's captain whipped the slaves. 2 [T] (in cooking) to mix together or beat until stiff: I whipped some fresh cream and put it on strawberries. 3 [I;T] to (cause to) move quickly: I whipped my money out of my wallet.||I drive an old car, so new ones whip by me on the highway. 4 [T] to defeat badly or by a large amount: Our team whipped our opponent by a score of 56 to 0. 5 infrml. to whip into shape: to organize quickly and well: The new manager whipped the workers into shape, so they work well as a team. 6 phrasal v. sep. [T] to whip s.t. up:  a. to start, (syns.) to incite, arouse: The baseball players whipped up excitement for winning the game.||They whipped it up. b. to make quickly: The chef whipped up a delicious dinner in one hour.",9
whir,"/wr/  n. [C] usu. sing. v. whirred, whirring, whirs a sound of s.t. spinning around very quickly: You could hear the <n.> whir of the helicopter blades.",9
whit,/wt/  n. (usu. used in the negative) a tiny amount: He does not care one whit about making a lot of money.,9
whiz,"  or whizz /wz/ v. [I;T] whizzed, whizzing, whizzes to pass by very quickly: A baseball whizzed by the player's head.  n. whizzes 1 a whizzing sound  2 a very smart and capable person: She is a whiz in math. -adj. whizzing.",9
whoa,"/wo, ho/  exclam. used to stop a horse: The rider pulled on the reins and said, ""Whoa!""",9
whom,"/hum/  pron.frml. a form of who used as the object of a verb or preposition: She is the person to whom I have sent the letter.||He is a man whom we like. See: who, USAGE NOTE.",9
wick,"/wk/  n. [C;U] a string used in candles and lamps that burns when it is lighted: I lit the wick with a match, and the candle made the room lighter.",9
wide,"/wad/  adj. wider, widest 1 related to the distance from side to side: That table is three feet wide. 2 with a great distance from side to side: A long bridge crossed the wide river. 3 large: She can play a wide range of musical instruments: the piano, guitar, and trumpet.  adv. 1 completely, fully: wide-open||wide-awake 2 wide of the mark:  a. away from the target: The arrow missed the center; it was wide of the mark. b. fig. wrong, incorrect: His answer to the question was wide of the mark. suffix -wide extending over or all through  an area: The position of governor is a  state-wide elective office. -adv. widely; -n.wideness.Thesaurus: wide adj. 1 and 2 broad 3 extensive, broad.",9
wife,/waf/  n. wives /wavz/ a woman who is married: His wife is very busy; she has a job and helps him raise two children. -adj. wifely.,9
wild,"/wald/  adj. 1 (syn.) uncultivated, as in plants growing in a natural way. Ant. cultivated. Wild mushrooms grow in a field behind my house. Uncultivated mushrooms grow in a field behind my house. 2 (syn.) feral, as in animals living in nature. Ants. tame, domesticated. On that island, the horses are wild. On that island, the horses are feral. See also: -adv. wild 3 to run wild. 3 (syns.) rowdy, unrestrained. Ants. restrained, well-behaved: The college students had a wild time on New Year's Eve. The college students had a rowdy time on New Year's Eve.  4 (syns.) violent, savage, ferocious. Ant. controlled: Lions attack other animals in a wild fury. Lions attack other animals in a savage fury. 5 (syns.) reckless, brash, as in s.o. acting irresponsibly. Ant. responsible. Three drunken teenagers went for a wild ride in a car. Three drunken teenagers went for a reckless ride in a car. 6 (syns.) unruly, out of control, as in people who behave badly. Ant. obedient: Her children are wild; they scream and run around all the time. Her children are out of control; they scream and run around all the time.  7 infrml. to be wild about: to like very much: She is wild about chocolate cake.  adv. 1 to go wild: to act roughly or savagely: On hearing the news about losing his job, he went wild and broke all the furniture. 2 to grow wild: to live in nature, (syns.) to be uncultivated, undomesticated: Blueberries and roses grow wild in the woods near our house. 3 to run wild:  a. to live freely and untamed in nature: Horses run wild in the plains of Wyoming. b. to be out of control and cause damage: Rioters ran wild, robbing shops and setting fires.  n. or n.pl. an area away from people, towns, and cities, (syn.) the wilderness: I went on  a jungle trip in the wilds of Africa. -adv. wildly; -n. wildness.",9
wilt,"/wlt/  v. [I] 1 to become less fresh and start to bend down, (syn.) to droop: The plant wilted because it needed water. 2 to grow very tired: We wilted in the summer heat and had to lie down.",9
wily,"/wali/  adj. -ier, -iest with lots of tricks, (syns.) cunning, shrewd: He is a wily old man who likes to take advantage of people.",8
wimp,/wmp/  n.pej. a weak person: That wimp can't even run 50 meters!,9
wine,"/wan/  n. [C;U] an alcoholic drink made from fermented fruit, esp. grapes: We drink red wine with dinner every evening.  v. wined, wining, wines: to wine and dine: to provide with a good meal, (syn.) to entertain: Businesspeople wine and dine their  customers.",9
wing,"/w/  n. 1 the part of a bird, insect, or airplane that helps it fly: The bird had a broken wing and couldn't fly. 2 a section of a building: Offices are located in the west wing of the classroom building. 3 pl. side sections of a stage that cannot be seen from the audience: Actors waited in the wings until it was their turn to go on stage. 4 infrml. to earn one's wings: to work hard and earn the right to s.t.: The young doctor earned his wings by studying hard and always being prepared. 5 to spread one's wings: to grow more independent: She went to college away from home to spread her wings and learn to live alone. 6 to take s.o. under one's wing: to help or protect s.o., (syn.) to mentor: The ballet teacher takes young ballerinas under her wing. 7 to wait in the wings: (from the theater) to wait one's turn while s.o. else is more important or visible: He had to wait in the wings for several years until the older man who ran the department finally retired.  v. 1 [I] to fly with wings: Birds winged across the blue sky. 2 infrml. to wing s.t.: to speak or act without preparation, (syn.) to improvise: The salesman had no time to prepare his presentation, so he just winged it to a group of possible buyers.",9
wink,"/wk/  v. 1 [I;T] to close and open one eye quickly, usu. in a joking or flirting way: She winked and smiled at a guy she liked. 2 [I] (of a light) to turn on and off: The car lights winked as a signal. 3 infrml. to wink at: to excuse, (syn.) to condone: The boy's mother winks at his bad habits; she doesn't punish him.  n. a winking movement: She gave him a wink as a signal.",9
wino,/wano/  infrml. -os an alcoholic who drinks too much wine: We sometimes see winos sleeping on park benches.,9
wipe,"/wap/  v. wiped, wiping, wipes 1 [T] to rub away (unwanted dirt, water, tears, etc.): A waiter wiped the table clean with a damp cloth. 2 to wipe out:  a. to destroy, ruin: The crash of the stock market wiped out many people's fortunes. b. infrml. to beat badly: We wiped out the other basketball team, 85 to 50. c. infrml. to exhaust: The long walk wiped me out.  n. 1 an act of wiping: He gave the table a wipe. 2 a type of cloth used to wipe s.t.: She used a wipe to clean her hands.",9
wire,"/war/  n. [C;U] 1 metal in the form of a thin string or of several strings twisted together: Most metal fences are made of wire. 2 insulated strands of metal used to conduct electricity: A wire in my stereo is broken. 3 by wire: sent via a wire, such as a telephone line or cable: I sent her money by wire. 4 down to the wire: until the last possible minute: We had a noon deadline to finish the job, and we worked right down to the wire to get it done. 5 under the wire: at the last moment before the deadline: We got our application in just under the wire.  v. [T] wired, wiring, wires 1 to install wire: Electricians wired the house for electricity. 2 to send by means of a telephone or cable: I wired money to my daughter in San Francisco. See: wired.",9
wiry,"/wari/  adj. -ier, -iest (of a person) thin yet strong: Jockeys are usually short and wiry.",9
wise,"/waz/  adj. wiser, wisest 1 showing good judgment based on experience: Taking care of your health is the wise thing to do. 2 having good judgment: She is a wise old woman, so others seek her advice. phrasal v. [I] wised, wising, wises to wise up: to learn the right information: The new student had to wise up to a new set of rules in his new school. -adv. wisely.Thesaurus: wise adj. 1 sensible, advisable, prudent  2 knowledgeable, discerning | shrewd.",9
wish,"/w/  v. [I;T] -es 1 to desire, want: He wished that his girlfriend would marry him. 2 to express hope for s.t.: I wish you a happy birthday (good luck, success, etc.).  n. wishes 1 [C] a desire, a want: Her marrying him is his fondest wish. 2 [U] wish fulfillment: getting what one wants, esp. in the imagination: Successes seen in dreams are wish fulfillment. -adj. wishful.",9
wisp,"/wsp/  n. a small thin amount, such as a puff of smoke or a few strands of hair: A wisp of cloud floated across the sky. -adj. wispy.",9
