word,definition,weight
rig,"/rg/  v. [T] rigged, rigging, rigs 1 to cheat, arrange events dishonestly to one's advantage: A politician rigged the election by having votes of dead people counted for him so he would win. 2 to put up rigging, put sails, ropes, etc., on a ship: A captain rigged his ship with new sails. 3 infrml.fig. to dress oneself: He rigged himself for the party with his new shoes and a colorful shirt. 4 phrasal v. sep. to rig s.t. up: to put up s.t. in a way that is not permanent: He rigged up an antenna for his radio by hanging a wire over a tree branch.||He rigged it up.  n. a piece of equipment, esp. a large truck: That truck driver bought a new rig.",1
rim,"/rm/  n. the outside edge or border of s.t. (usu. round): A spoon rested against the rim of the bowl.  v. [T] rimmed, rimming, rims (in basketball) to slide off and not enter the rim of s.t.: The basketball rimmed the basket and fell to the floor.",9
rob,"/rb/  v. [T] robbed, robbing, robs to steal s.t. from s.o., take s.t. from s.o. illegally: A thief robbed three houses on our street.",9
rod,"/rd/  n. a narrow, cylindrical piece of material (of metal, wood, or plastic): Long steel rods are used to reinforce concrete columns in new buildings.",9
roe,/ro/  n. [U] 1 a type of deer  2 fish eggs: Salmon swim upstream to lay their roe each year.,9
rot,"/rt/  n. [U] a state of decay, esp. caused by disease, or after death: Rot in the tree trunk caused the tree to fall.  v. [I;T] rotted, rotting, rots to break down into biochemical parts, usu. after death: Dead plants rot and become part of the soil again.Thesaurus: rot v. to decay, decompose | spoil.",9
rub,"/rb/  v. rubbed, rubbing, rubs 1 [I;T] to touch s.t. while moving backwards and forwards: A mother rubbed her child's back. 2 [T] to put s.t. on using a cloth and pressure: I rubbed wax on the table so it would shine. 3 phrasal v. sep. [T] to rub s.t. away: to push or brush aside: A mother rubbed away the tears of her child when he hurt his knee.||She rubbed them away. 4 phrasal v. sep. [T] to rub s.o. or s.t. down: to make smooth through rubbing: Rub down the table with sandpaper.||Rub it down. 5 infrml.fig. to rub elbows with s.o.: to be in contact with people: When you ride the subway in New York City, you rub elbows with people from all over the world. 6 phrasal v. sep. [T] to rub s.t. in or into:  a. to apply liquid to a surface by rubbing: The nurse rubbed lotion into my skin. b. to remind s.o. of a mistake or other failing many times: His father rubbed in his failure to pass exams nearly every day.||He rubbed it in. 7 phrasal v. insep. [I;T] to rub off on s.o. or s.t.: a. s.o.: to make others feel the same way, (syns.) to affect, influence: Her cheerfulness rubs off on everyone she meets and makes them happy. b. s.t.: to come off on a surface after rubbing: He rubbed some paint off on a rag. 8 phrasal v. sep. slang [T] to rub s.o. out: to kill, murder s.o.: A gangster rubbed out a man who gave information to the police by shooting him.||He rubbed him out. 9 infrml.fig. to rub s.o. the wrong way: to make s.o. feel angry or uncomfortable, (syns.) to annoy, irritate: His rude behavior rubs people the wrong way. See: caress, USAGE NOTE. n. 1 an act of rubbing s.o. or s.t.: After exercise, he gives his legs a rub with alcohol. 2 sing.infrml.fig. a difficulty, problem: The rub with buying something on the Internet is that some people are scared to give out their credit card number.",9
rue,"/ru/  v.frml. [T] rued, ruing, rues to feel badly about s.t., (syn.) to regret: He rued the day that he rode the motorcycle, because he fell off and broke his leg. -adj. rueful.",1
rug,"/rg/  n. a heavy fabric floor covering: They have a beautiful Oriental rug on their floor.Thesaurus: rug a carpet, carpeting | throw rug.",9
rum,/rm/  n. [U] a strong alcoholic drink made from sugar cane: Puerto Rico is famous for its light and dark rum.,9
run,"  /rn/ v. ran /rn/, run, running, runs 1 [I] syn. to sprint: Every morning, he runs around",9
rye,/ra/  n. [U] a cereal grain used to make flour and whiskey and to feed animals: Rye is planted both in the autumn and in the spring.,9
"S,s","/s/  n. S's, s's or Ss, ss the 19th letter of the English alphabet",9
sad,"/sd/  adj. sadder, saddest 1 full of sorrow, unhappy: After her mother's death, she was sad for many months. 2 (s.t.) unfortunate,  regrettable: Being poor is a sad situation. 3 bad,  lamentable: The business lost lots of money; it's now in sad condition. -adv. sadly; -n. sadness.",9
sag,/sg/  n. a low or loose area in s.t.: All of the snow has caused a sag in the roof of our house. See: dip. v. [I] 1 to bend or sink downward from weight or pressure: The tent sagged under the weight of the wet snow. 2 to feel and look tired and depressed: Business is so bad that the workers' spirits are sagging.,1
sap,"/sp/  n. 1 [U] the liquid that flows through plants to keep them alive and healthy: We collect sap from maple trees to make syrup. 2 [C] infrml. a rather stupid person who foolishly believes everything: Don't be a sap; that guy is lying to you.  v. [T] sapped, sapping, saps to remove (energy, strength, etc.): He has cancer, and the disease saps his strength. -adj. sapped.",9
saw,"/s/  v. [I;T] n. 1 a tool or machine with a sharp, rough edge and handle used for cutting wood or metal: The man <v.> sawed some wood for the fire. 2 old saw: an old, unoriginal idea: Don't believe the old saw ""an apple a day keeps the doctor away."" See: adage.",9
say,"/se/  v. said /sd/, saying, says /sz/ 1 [T] to express  in words from the mouth: If  you don't like me, then say it. 2 [I;T] to express thoughts in writing or another nonspoken way: I said what I felt in a love letter.||Your eyes are saying you love me, too.  n. [C;U] an opinion to express: I have a say in how much to spend; I think we should spend $90.",9
sea,"/si/  n. 1 [C] a body of salt water, smaller than an ocean: The Caspian Sea is between Europe and Asia. 2 [U] the part of the earth covered with water (opposite of land): We traveled over land and sea. 3 [C] usu. sing. a large group of people or things: We saw a sea of people in the square. 4 to be at sea:  a. to be on a boat in open water: The ship is at sea now; it left port two days ago. b. fig. to be in doubt, emotionally lost: The young man is at sea about what to do with his future. 5 to be on the high seas: open water: The ship is in the mid-Atlantic on the high seas.",9
set,"/st/  n. [C]  1 a group of related objects: a set of silverware||a set of golf clubs 2 a group of similar people or friends: We like her; she is in our set. 3 a group of ideas: a strong set of values 4 a machine for watching or listening: a TV set||a stereo set 5 scenery in a theater: a stage set 6 a particular number of games (in sports such as tennis)  7 the position of a body part: the set of her chin||the set of his shoulders. See: jet set. adj. 1 hardened: The glue is set on my toy airplane, so now I can fly it. 2 agreed upon, decided: We now have a set time for the meeting. 3 ready: Get set to leave now. 4 not likely to change one's mind, determined: She is set on studying physics in college. 5 all set: prepared: We have our tickets and our bags are packed, so we are all set for our vacation.||All set? OK, let's begin. 6 set in one's ways: not easy to change, stubborn: My mother won't learn how to use a computer; she's set in her ways. set n. 1 a collection | kit 2 a (social) circle, clique 3 an array, a bunch infrml. 4 an apparatus 5 a backdrop 7 an angle, thrust.  adj. 1 fixed, firm 2 fixed, firm, definite, established. Ant. variable. 3 prepared | primed 4 firm about, definite about. Ant. undecided. v. 1 [T] to put or place s.t.: I have set the vase in the center of the table. 2 [I] to become firm or hardened: The gelatin has set, so we can eat it now. 3 [T] to put a machine to a certain position: Set the radio dial to 98.9 FM.||Set the clock for 5:30 A.M. 4 [T] to decide and agree upon s.t.: We have set the price at $10.||She set a date for the picnic. 5 [T] to put in place (a goal, a record, a fashion): I have set a goal for myself to become an accountant.||Teenagers set the new fashion trend. 6 [T] to get s.t. ready: set the table||set the stage 7 [T] to fix or hold in position: She set my hair with hair spray.||This stone is set in the necklace. 8 [I] to go below the horizon: The sun set in the west. 9 [T] to cause s.t. to begin to happen: She set the house on fire.||set a pot to boil.||set a dog to barking. 10 ready, set, go! or get ready, get set, go!: phrase used to start a timed event, such as a race  11 to have one's mind or heart set on s.t.: to want s.t. so much that nothing will prevent getting it (using ""heart"" gives it a more emotional meaning): He has his mind set on arriving on time.||She has her heart set on buying a new car. 12 phrasal v. insep. [T] to set about s.t.: to begin an action: I set about planning the trip this morning. 13 to set foot in: to go in, enter: I hate that restaurant; I will not set foot in the place!||I smelled onions cooking the minute I set foot in the house. 14 phrasal v. insep. to set forth s.t.: a. frml. [T] to express formally: The judge set forth the law in a long speech. b. frml. [I] to begin: The king set forth on a long journey. 15 to set free: to make free, let out, (syn.) to liberate: We caught a butterfly in a net, but later we set it free. 16 phrasal v. [I] to set in: to move in: She was not feeling well; then a high fever set in.||The fog had set in, so we could not see the road. 17 phrasal v. insep. [T] to set off from s.o.: to show s.o.'s difference: She is the oldest woman, so that sets her off from the others. 18 to set out: to leave on a trip: He then set out on a two-week trip. 19 to set a precedent: to do s.t. that can be used as an example in the future: The owner refused to buy the sales manager a car, because that would set a precedent and others would then want one. 20 to set sail: to leave by ship: We set sail tomorrow on a 10-day cruise. 21 phrasal v. insep. [T] to set s.o. or s.t. against s.o. or s.t.: a. s.o.: to cause two people to disagree: An argument about their child set one parent against the other. b. s.t.: to place s.t. against s.t.: I've set the broom against the wall. 22 phrasal v. sep. [T] to set s.o. or s.t. apart: to cause to be different or distinct: Her intelligence sets her apart from other workers. 23 to set s.o. or s.t. back: a. s.o.: to cost s.o. money: That new car set  him back $25,000. b. s.t.: to move a date back, lose time: The extra work set back the schedule a month.||It set it back. 24 phrasal v. sep. [T] to set s.o. or s.t. off: a. s.o.: to cause great anger: Don't tell the boss the bad news; it will set her off. b. s.t.: to cause to explode: The boy set off a firecracker. 25 phrasal v. insep. [T] to set s.o. or s.t. on s.o. or s.t.: to cause to attack: The woman set her dogs on the thief, and they chased him off. 26 to set s.o. or s.t. straight: to correct a wrong idea: He thought he could get good grades without studying, but the teacher set him straight. 27 phrasal v. sep. [T] to set s.t. aside: a. to stop acting on s.t.: He set aside the book until he had time to read it.||He set it aside. b. to keep or save for later: The parents set aside money each year for their children's education. 28 phrasal v. sep. [T] to set s.t. down: a. to put s.t. down: He set down the bag.||He set it down. b. to put in writing: The writer set down her thoughts in a journal. 29 to set store by: to have confidence in: You can set great store by what he says; he's honest. 30 to set a trap: to try to catch s.o. or s.t.: The farmer sets traps to catch rabbits in his field. 31 phrasal v. sep. [T] to set up: a. to get ready, arrange: She set up chairs and tables for the party. b. to fool, trick s.o.: The police had an undercover agent invite the criminal to a hotel for a phony buy; they set him up.",9
sew,"/so/  v. sewed or sewn /son/, sewing, sews 1 [I;T] to put together with a needle and thread: I lost a button, and I sewed a new  one on.||She sews her own dresses. 2 phrasal v. sep. [T] to sew s.t. up: a. to fix or mend a  piece of clothing: She sewed up a hole in her skirt.||She sewed it up. b. infrml. to come to  an agreement, to end: We worked on the plan for months and sewed it up this morning. c. to control completely, (syn.) to monopolize: Our competitior has that market sewed up; we can't break in.Thesaurus: sew 1 to stitch | tailor.",9
sex,"/sks/  n. 1 the state of being male or female, (syn.) gender: What sex is the new baby? 2 to have sex: to have sexual intercourse  adj. 1 related to being male or female:  sex differences 2 related to sex: sex education",1
she,"/i/  pron. third-person feminine singular: She is a brilliant woman. See: who, USAGE NOTE.",9
shy,"/a/  adj. -er or -shier, -est or -shiest 1 not liking to talk to people, esp. strangers: The shy boy stood in a dark corner at the dance. 2 short of, lacking: I am shy $1 to pay for lunch. Can you lend it to me? -n. [U]  shyness. v. [T] shied, shying, shies: to move away from s.t. with fear or disgust: The nervous horse shied away when I tried to climb onto her.||He shies away from big parties.Thesaurus: shy adj. 1 bashful, timid 2 in need of s.t.  v. to shrink from s.o. or s.t., avoid s.o/s.t.",9
sic,"/sk/  v. [T] sicced, siccing, sics to urge an animal to attack: to sic dogs on a thief",9
sin,"/sn/  n. [C;U] 1 an act against religious beliefs: The rabbi told the child that lying was a sin. 2 any bad or wrong act: It is a sin to waste food when others do not have enough to eat.  v. [I] sinned, sinning, sins to do s.t. bad or wrong: He sinned when he left his old and helpless parents alone.",9
sip,"/sp/  v. [I;T] n. sipped, sipping, sips to drink a small amount at a time: He <v.> sipped his tea.||He took a <n.> sip of tea.Thesaurus: sip v. to sample, taste.   n. a sample, taste.",9
sir,"/sr/  n. 1  a. a respectful word to use when talking to a man, often used instead of the man's name: Would you like red or white wine, sir? b. used to begin a formal letter to a man: Dear Sir: 2 a word used before a knight's or other titled man's name: The queen made Laurence Olivier a knight, so then he was Sir Laurence Olivier.",9
sit,"/st/  v. sat /st/, sitting, sits 1 [I] to bend one's knees and rest on one's buttocks: He sat on a chair. 2 [I] to be located: The skier's hotel sits in a valley.||A computer sat on the desk. 3 [I] to pose: to sit for a painting or photograph 4 [I] short for to babysit: I sit for my little brother every Saturday night. 5 [I] to be happening, in session: The Congress is sitting. 6 to be sitting pretty: to be in a good position: Since he married the rich woman, he is sitting pretty. 7 to just sit there: to do nothing, to not act: Don't just sit there; help me move the table! 8 phrasal v. [I] to sit around s.t.: to be lazy, to not do much: The workmen are sitting around with nothing to do. 9 phrasal v. [I] to sit back: to wait in a comfortable position: I sat back and enjoyed the movie. 10 to sit down: to seat oneself: I sat down on a bench in the park. 11 phrasal v. insep. [I] to sit in for or on: a. for: to substitute for: She is sitting in for the boss. b. on: to attend, be there: I sat in on the professor's lecture. 12 to sit on one's hands: to not act, (syn.) to stall: The secretary asked her boss for a decision, but the boss sat on his hands for months. 13 phrasal v. sep. [I;T] to sit (s.t.) out: to not participate: His ankle hurt, so he sat the game out. 14 to sit through: to stay during (often not wanting to): We sat through the long, boring opera. 15 to sit tight: to be patient: I'll have the information for you tomorrow; just sit tight. 16 phrasal v. [I] to sit up: a. to raise oneself up: The patient sat up in bed; he feels better. b. to wait for s.o.: His mother was angry he was late; she sat up until 12:00. 17 to sit up and take notice: to see and be affected: He played a good game of tennis, and his friends sat up and took notice. 18 to sit well with: to feel good or be agreeable to s.o.: The plan to move to the city does not sit well with him.",1
six,"/sks/  n. -es 1 the cardinal number 6  2 at sixes and sevens: confused, in a mess: I am at sixes and sevens with my difficult daughter. 3 six of one, a half-dozen of the other: with little difference between two things: I don't care if we go on Sunday or Monday; it's six of one, a half-dozen of the other.  adj. 6 of s.t.: six cans of beer",9
ski,"/ski/  n.v. [I] skied, skiing, skis 1 a long, narrow piece of wood, fiberglass, or plastic, attached to special boots and used for moving on snow  2 a waterski See: cross-country; water ski.",9
sky,"/ska/  n. [C;U] skies 1 the air we see above the earth: The sky is blue today, though it was cloudy yesterday.||He saw a plane fly through the sky. 2 pl. the skies: (same meaning): The skies above our town looked dark before the rain.",9
sly,"/sla/  adj. -er, -est 1 of or about doing things secretly, (syns.) devious, cunning: The sly child quietly took a cookie when her mother wasn't looking. 2 playful, teasing: His sly remark made her turn red and giggle. 3 on the sly: secretly: The couple was meeting on the sly so their parents would not know. -adv. slyly; -n. [U] slyness.",9
sob,"/sb/  v. [I] n. sobbed, sobbing, sobs to cry loudly with the body shaking: She <v.> sobbed and screamed when she learned of her son's death.",9
sod,"/sd/  n. [U] v. [T] a section of dirt with grass, used to cover a piece of ground without having to plant seed: We put <n.> sod in the backyard.||We <v.> sodded it.",9
son,"/sn/  n. 1 a male child: They have two sons, so they want a daughter. 2 a boy or man who is associated with a place or event: The statue is for the sons of France who died in World War I. 3 name for a boy instead of his proper name: Do you want some milk, son?",1
SOS,"/sos/  abbr. for save our ship, a call for help: The sinking ship sent an SOS over the radio.||The company is failing, so they sent an SOS to investors.",9
sot,/st/  n. a person who drinks too much liquor,9
sow,"  (1)/so/ v. sowed, sown /son/or sowed, sowing, sows 1 [I;T] to plant seeds: The farmer sowed his corn in the spring. 2 fig. [T] to cause s.t. to spread: She sowed the rumor that the company was losing money; it's not true. 3 as you sow, so shall you reap: you will get what you deserve based on the way you live your lifeThesaurus: sow (1) 1 to plant, strew, seed 2 to spread, propagate.",9
sox,/sks/  n.pl.infrml. var. of socks,9
spa,"/sp/  n. 1 a natural fountain of pure water from the ground, (syn.) a mineral spring  2 a place with mineral springs, often visited by people who want to improve their health: In the 1800s, rich people went to European spas to help cure muscle pain. 3 a vacation area or resort where people eat healthy meals, exercise, and relax for good health: He lost five pounds at a spa in California.",9
spy,"/spa/  n. spies a person who collects secret information and reports back to his or her government: A spy dressed as a woman listened to a conversation while pretending to drink a glass of wine.  v. spied, spying, spies 1 [I;T] to look for, listen to, or collect information secretly: He followed his wife to the movies and spied on her from another seat. 2 [T] to see after looking around a bit: to spy a friend in a crowd",9
sue,"/su/  v. [I;T] sued, suing, sues 1 to file a lawsuit, to make a claim in court that one's legal rights have been violated by others, that they should be protected or restored, and that the others should pay for one's suffering and damages: She sued the company, because it was unfair to women and racial minorities. 2 frml. to plea for special attention, favors, or love: He sang beautiful songs that sued for her love.",1
sum,"/sm/  n. 1 the total reached by adding together numbers, things, or amounts: The sum of our revenues is greater than the sum of our expenses. 2 an amount of money: They spent quite a sum for that house. 3 the sum and total: the totality of s.t.: The company has put the sum and total of all of its efforts into this new program.  v. [T] summed, summing, sums 1 to give the total of: He summed the last row of numbers and then quit for the day. 2 phrasal v. sep. to sum s.t. up: to summarize, to finish, esp. a speech: I would like to sum up my presentation by saying that we need to cut costs and increase sales.||I'd like to sum it up.",9
sun,"/sn/  n. 1 [C] the star around which the Earth and other planets revolve and draw light, heat, and energy: The sun rises every morning and sets every evening. 2 [U] the heat and light of the sun: Have fun at the beach, but don't get too much sun.  v. [I;T] sunned, sunning, suns to bathe in the sunlight: She loved to sun herself on the beach.",9
SUV,  abbr. for sport utility vehicle,9
"T,t","/ti/  n. T's, t's or Ts, ts 1 the 20th letter of the English alphabet  2 to suit s.o. to a T: to complement s.o.'s personality or interests perfectly: As s.o. who likes teenagers, John finds that teaching high school suits him to a T.",9
tab,"/tb/  n. 1 an identifying marker, such as a colored metal clip: The doctor's files have a different colored tab for each letter of the alphabet. 2 the part of a strip that sticks out: You pull a tab to open envelopes and packages. 3 a bill, such as in a restaurant or bar: I took my friend to lunch and paid the tab. 4 to keep tabs on s.o. or s.t.: to notice what s.o. is doing, (syn.) to monitor: He keeps tabs on his younger brother to keep him out of trouble. 5 to run a tab: to have an ongoing bill: She eats lunch at the same restaurant every day and runs a tab that she pays weekly.  v. [T] to mark with a tab: The doctor's assistant tabbed the files.",9
tad,/td/  n. a small amount: He put a tad more butter on his toast.,9
tag,"/tg/  n. 1 a marker, such as a sticker: A clerk put red tags on items on sale in the store. 2 a vehicle's license plate(s): He bought a new car and put new tags on it. 3 to play tag: a game where one child chases the others until one is touched or tagged as ""it"": Children love to play tag.  v. tagged, tagging, tags 1 [T] to put tags on things: Workers tagged clothes in the store. 2 [T] to touch another player in a game of tag: The child who was ""it"" chased the others and tagged her friend. 3 phrasal v. [I] to tag along: to go with others: My friends decided to go to a movie and I tagged along.Thesaurus: tag n. 1 a label | ticket, tab, slip (of paper).  v. 1 to label, mark (with a sticker, label).",1
tan,"/tn/  n.adj. a light brownish color: She  drives a <adj.> tan car. See: suntan. v. tanned, tanning, tans 1 [I] to get a tan: She tans easily. 2 [T] to preserve or cure leather: Tanners tan hides to make leather shoes.Thesaurus: tan n.adj. beige, light brown.  v. 1 to brown, bronze | sunbathe | sunburn.",9
tap,"/tp/  v. tapped, tapping, taps 1 [I;T] to hit lightly, as with the fingers: A stranger tapped me on the shoulder and asked directions. 2 [T] to use: The company tapped the financial resources of its banks by taking out loans. 3 [T] to insert a tap and take from: The bartender tapped a keg of beer. 4 [T] to listen secretly using a wiretap on a phone line   n. 1 a light knock: He gave me a tap on the shoulder to get my attention. 2 a faucet: He drew some water from the tap and drank. 3 an apparatus used to remove liquids: A  bartender put a tap in a keg of beer. 4 an  electronic listening device, a bug: The FBI  put taps in the cars of suspected Mafia  members. 5 on tap:  a. ready to pour, such  as beer from a keg: That bar keeps several kinds of beer on tap. b. ready for use: We keep some money on tap in case we need it for an emergency.Thesaurus: tap v.1 to knock s.t. lightly, rap on s.t. 2 to draw upon s.t., utilize 3 to open 4 toeavesdrop, snoop.",9
tar,"/tr/  n. [U] a black, sticky mass made of decomposed organic matter: Tar is used to cover roads and roofs.  v. [T] tarred, tarring, tars 1 to cover with tar: Workers tarred the roof to waterproof it. 2 to tar and feather:  a. to cover with tar and feathers as punishment: In colonial times, criminals were tarred and feathered and sent out of town. b. fig. to persecute, punish",9
tat,"/tt/  v. [I;T] tatted, tatting, tats to make lace using bobbins: She tatted placemats for her dining room table. See: tit, 4.",9
tax,"/tks/  n. -es 1 a necessary payment on incomes, sales, etc., to the government: The income tax was raised again last year. 2 fig. a tax on: a strain, (syn.) a burden: His child's constant questions put a tax on his patience. -adj. taxable. v. [T] -es 1 to impose a tax: Sales of all items except food are taxed by the city at 8.25 percent. 2 to tire, burden: The old man climbed the hill and it taxed his strength.",9
tea,"/ti/  n. [C;U] a shrub with fragrant flowers and leaves that are dried, shredded, and brewed into a drink: There are teas both with and without caffeine. See: cup, 5.",9
tee,"/ti/  v. teed, teeing, tees 1 phrasal v. [I] to tee off: (in golf) to take the first shot on each of 18 holes  2 infrml.fig. to be teed off: to be angry, annoyed: My wife was teed off at me for being late to pick her up.  n. 1 (in golf) an area for teeing off  2 a peg or stand on which a ball is placed to tee off",1
ten,/tn/  n. the cardinal number 10 adj. 10 of s.t.: I have ten dollars.,9
the,"//  before consonant;/i/ before a voweldefinite art. 1 referring to a specific singular or plural noun: I closed the door and opened the windows. 2 used before a sing. noun to form a group noun: The poor need government help, but the politicians disagree on how to give it.",9
tic,/tk/  n. a nervous spasm or twitch of a muscle: He has an eye tic that makes him look like he is winking.,9
tie,"/ta/  v. tied, tying, ties 1 [I;T] to fasten together: He tied his shoelaces. 2 [I;T] to equal s.o. in a competition, to have a draw: The tennis match is tied 2-2 in the second set. 3 phrasal v. sep. [T] to tie s.o. or s.t. down: a. s.o.: to keep in one place, (syn.) to restrict: She takes care of her elderly parents, so she is tied down. b. s.t.: to bind, (syn.) to lash down: We tied our suitcases down on the car's luggage rack. 4 phrasal v. sep. [T] to tie s.t. in (with s.t.): to connect, blend together: We tied in television commercials for our products with radio and newspaper advertising.||We tied them in. 5 phrasal v. sep. [T] to tie s.t. up: a. to bind, fasten together: I tied up old newspapers and put them outside for recycling.||I tied them up. b. to block, (syn.) to hinder: We were tied up in traffic. 6 tied up: busy, occupied: The manager can't talk to you now, because she's tied up in a meeting.  n. 1 a necktie  2 a bond, link: He still has ties to his old neighborhood. 3 a draw, equality in competition: The two teams had a 2-2 tie. 4 the pieces of wood, metal, etc., that connect the rails on a railroad track",9
tin,"/tn/  n. 1 [U] a grayish, flexible, metallic element used as a protective coating and as an alloy with other metals: Aluminum now functions in many old uses for tin. 2 [C] Brit. a can",9
tip,"/tp/  n. 1 the point of s.t.: The tip of a needle is very sharp. 2 advice, helpful information: The coach gave a player a tip on how to improve her golf stroke.||A friend gave me a tip on the stock market. 3 money given to s.o. for doing s.t.: I left the waiter a generous tip.  v. [I;T] tipped, tipping, tips 1 to leave a little money: I tipped the waiter and left. 2 to lean, incline: She tipped the bucket and poured water out of it. 3 to spill, knock over: The child tipped over a glass of water.",9
tit,"/tt/  n. 1 a small bird  2 the nipple on a breast: The baby sucked milk from a tit. 3 vulg. a woman's breast  4 tit for tat: an act of doing the same thing to s.o. who has hurt or annoyed you, (syn.) retaliation: The U.S. government caught a foreign spy, and the spy's government seized an American in a tit for tat.",1
TLC,/tilsi/  n.infrml.abbr. of tender loving care: Patients in hospitals need lots of TLC.,9
TNT,"/tinti/  n. [U] abbr. of trinitrotoluene, an explosive: Workers used TNT to make holes in rock.",9
toe,"/to/  n. 1 each of five digits on the foot: Her big toe hurts. 2 on one's toes: alert, ready to move or act: The boss keeps everyone on their toes by checking their work. 3 to step or tread on s.o.'s toes: to annoy s.o., esp. by taking over their plans or authority: He stepped on his daughter's toes by interfering in her wedding plans. See: finger. v. toed, toeing, toes 1 [T] to touch or move with the toe: He toed the curbstone as he talked. 2 to toe the line: to stick to strict rules of behavior: After his release from jail, the authorities made him toe the line.",9
ton,"/tn/  n. 1 a unit of measurement of weight, in the USA, 2,000 lbs.; in the British Commonwealth, 2,240 lbs.  2 a metric ton: weight of 1,000 kilos  3 a displacement ton of ships equal to 35 cubic feet of seawater: Large ocean-going ships weigh thousands of tons. 4 infrml. general expression of heaviness or large amount of s.t.: That bookcase is too heavy for me to carry; it weighs a ton.||I have a ton of work to do today.",9
too,"/tu/  adv. 1 in addition, as well, also: She went to the movie, and I decided to go too. 2 excessively, unreasonably: That investment is too risky for us. 3 infrml. too much: extreme, (syn.) intolerable (often used humorously): George, you are just too much.Thesaurus: too 1 additionally, besides 2 overly, unduly frml. | very, extremely.",9
top,"/tp/  n. 1 the highest or uppermost part (level, layer, etc.) of s.t.: He touched the top of his head. 2 a lid, covering, cap: The top of the jar is made of metal. 3 a shirt, a piece of clothing for the upper body: She bought a new top to go with her skirt. 4 the best, first: He is at the top of his class. 5 a toy that spins: Children play with tops. 6 in top form: at the best of one's ability: That skier is in top racing form today. 7 off the top of my head: quickly, without research or thought: Off the top of my head, I don't know the answer, but I will find out. 8 on top:  a. in a stronger position, (syn.) dominant: Labor is on top in the negotiations with management. b. the top person: She was promoted to general manager and is on top now. 9 on top of:  a. totally aware and in control of a situation: He is on top of all that is going on in his department. b. in addition to: I have a lot of work to do; on top of that, my babysitter is sick. 10 fig. on top of the world: to feel happy, thrilled: She told him that she loves him, and he is now on top of the world. 11 over the top: exceeding goals, doing s.t. very well: Our sales volume this month has already gone over the top. 12 to blow one's top:  a. to explode the top off s.t.: The volcano shook, then blew its top. b. infrml.fig. to explode in anger or rage: He blew his top when his proposal was refused. 13 top of the line: the best of a group: That special model of Mercedes is the top of the line in automobiles.Thesaurus: top n. 1 the highest point, upper part (or) surface | pinnacle, summit, peak | acme (of achievement)frml. Ant. bottom. 2 a cover4 the head. n.pl. 1 the uppermost parts: The tops of the trees move in the wind. 2 fig. excellent, terrific: He (She, It, etc.) is tops, just terrific!3 fig. first, (syn.) foremost: He (She, etc.) is tops in the country in his field.  v. topped, topping, tops 1 to top it (all) off: in addition, usu. s.t. especially good or very bad: We had a wonderful party and to top it all off, we were driven home in a limousine.2 phrasal v. [I] to top out: to level off, flatten: Sales volume on that product is topping out and beginning to decline. 3 phrasal v. sep. [T] to top s.t. off:a. to add a last remaining amount to s.t.: The worker carefully topped off the oil tank with a few drops more.||She topped it off. b. to add more to s.o.'s drink, to freshen: Can I top off your glass of wine? ",9
tot,/tat/  n. a small child: The mother carried her tiny tot.,1
tow,"/to/  v. [T] to pull a vehicle (boat, object, etc.) behind another by a rope, chain, or metal bar: My car broke down, and a truck towed it to the garage.  n. 1 an act of towing: A tugboat gives big ships a tow into the harbor. 2 in tow: accompanying, brought with: The teenager came home with six friends in tow.",9
toy,"/t/  n. a plaything: Children like to play with toys, such as little cars and dolls.  adj. small, miniature: a toy poodle  v. [I] to treat s.o. or s.t. lightly: For a day or two, I toyed with the idea of going to Korea  for vacation, then realized it would be too  expensive.Thesaurus: toy v. to play at s.t., trifle with s.o. or s.t.",9
TQM,  n. abbr. of total quality management,9
try,"/tra/  v. tried, trying, tries 1 [I;T] to make an effort to do s.t.: He tried to solve the math problem, but couldn't. 2 [T] to test s.t. to see if it is good or suitable: She tried eating octopus, but didn't like it. 3 [T] (in law) to have a legal proceeding: The state tried the criminal for theft. 4 to try one's hand at: to attempt s.t.: He tried his hand at playing golf, but found it too difficult and slow. 5 to try s.o. or s.o.'s patience: to annoy, fatigue: That child is so noisy that he tries my patience. 6 phrasal v. sep. [T] to try s.t. on: to put on an item of clothing to see if it fits: He tried on the slippers I gave him.||He tried them on. 7 phrasal v. sep. to try (s.t.) out: a. [I] to perform and look for acceptance, such as for a team or a theatrical part: She tried out for a singing part in the play and got it. b. [T] s.t.: to test, experiment: I tried out camping in the mountains and really liked it.  n. tries 1 an effort to do s.t.: His attempt to climb Mt. Everest failed, but it was a good try. 2 to give s.t. a try: test, experiment: She gave eating squid a try, but didn't like it.",9
tub,"/tb/  n. 1 a large container with slanting sides used to hold food, etc.: I bought a small tub of butter at the store. 2 a bathtub: After working in the garden, she had a bath in the tub. 3 infrml.pej. a fat person: He eats so much that he has become a tub. See: tubby.",9
tug,"/tg/  n. a hard pull, (syn.) a yank: I gave the rope a tug to be sure it was tied tightly.  v. [I;T] tugged, tugging, tugs to pull hard: A farmer tugged on the horse's bridle to get it to move.",9
tut,"  a sucked in sound similar to a t, /tt/exclam. of disapproval or impatience: Tut, tut, don't use dirty language around me.",1
tux,/tks/  n.short for tuxedo,9
